,diseased
3125,0
10505,0
4515,0
55795,0
6299,0
852314,0
144983,0
157922,0
189,0
66914,0
56667,0
51234,0
9646,0
54946,0
84337,0
401898,0
51611,0
25822,0
10525,0
9162,0
84978,0
12236,0
13427,0
1783,0
66440,0
147339,0
84231,0
10240,0
146050,0
154007,0
79622,0
1757,0
10195,0
57565,0
23504,0
115572,0
56929,0
966,0
3001,0
57701,0
9187,0
23325,0
4712,0
2310,0
144321,0
3267,0
10641,0
8723,0
221830,0
6300,0
8881,0
16451,0
199745,0
246100,0
2515,0
6691,0
29969,0
122809,0
7041,0
54801,0
201254,0
23279,0
54785,0
4784,0
5891,0
7766,0
10904,0
51367,0
169966,0
169714,0
51529,0
85376,0
25614,0
51206,0
54187,0
4815,0
10966,0
337960,0
374618,0
93426,0
55182,0
81786,0
7049,0
152137,0
79583,0
54305,0
150209,0
619570,0
7108,0
2302,0
4677,0
286053,0
23047,0
145864,0
24418,0
54621,0
23581,0
6875,0
54732,0
51497,0
128637,0
55858,0
201626,0
118813,0
2193,0
521,0
11094,0
21804,0
7075,0
223,0
94115,0
3738,0
3061,0
22404,0
57003,0
224023,0
84985,0
431707,0
23885,0
23520,0
79866,0
66036,0
51015,0
971,0
333926,0
27250,0
50863,0
83540,0
51280,0
23358,0
3792,0
79669,0
22761,0
140689,0
55030,0
11231,0
8692,0
8739,0
5794,0
54815,0
3660,0
359948,0
12189,0
3340,0
58194,0
8318,0
80854,0
51652,0
55870,0
26509,0
79585,0
11129,0
55262,0
9615,0
9437,0
10081,0
6881,0
25388,0
91107,0
100652748,0
23559,0
51439,0
816580,0
76816,0
55790,0
164832,0
362965,0
4284,0
8027,0
23131,0
20,0
55763,0
55666,0
90990,0
207063,0
56122,0
285489,0
197131,0
22934,0
7009,0
146852,0
58478,0
113130,0
84033,0
15394,0
3987,0
55195,0
9255,0
55359,0
7574,0
51274,0
80755,0
10580,0
29899,0
132430,0
1186,0
112714,0
10471,0
63939,0
23155,0
6567,0
55454,0
728116,0
170463,0
79586,0
2831,0
93034,0
956,0
69875,0
5481,0
6731,0
27158,0
26073,0
16402,0
27177,0
100131997,0
91647,0
404734,0
10180,0
18073,0
374897,0
2703435,0
29386,0
94240,0
51667,0
121506,0
64144,0
8674,0
9341,0
6457,0
140545,0
284365,0
10993,0
143162,0
548593,0
140462,0
8341,0
232791,0
29803,0
10913,0
285590,0
51293,0
441250,0
9098,0
55032,0
9328,0
126526,0
340371,0
131474,0
5957,0
6624,0
56965,0
375341,0
11319,0
85509,0
7003,0
4597,0
26370,0
57486,0
11001,0
112398,0
146691,0
494470,0
8911,0
79961,0
10914,0
1652,0
56160,0
313173,0
2822,0
25019,0
55049,0
11133,0
7390,0
269702,0
17444,0
6370,0
84678,0
933,0
11252,0
29781,0
374383,0
6811,0
54734,0
387264,0
177335,0
291553,0
851561,0
64149,0
3744,0
51272,0
1760,0
2960,0
148223,0
56306,0
9792,0
29078,0
10563,0
9166,0
63905,0
10607,0
6645,0
5813,0
84850,0
268932,0
166929,0
282974,0
79085,0
51701,0
54941,0
3975,0
220213,0
339201,0
3672,0
11258,0
4077,0
5805,0
20637,0
4499,0
3931,0
64600,0
12461,0
116143,0
55900,0
27284,0
3841,0
94056,0
10623,0
66008,0
60344,0
55540,0
79018,0
282682,0
284100,0
66854,0
54929,0
54914,0
4837,0
440712,0
84899,0
81728,0
100529063,0
4179,0
3707,0
644945,0
57620,0
353324,0
58985,0
494514,0
851752,0
134147,0
2958,0
57192,0
11250,0
64979,0
23334,0
5860,0
24675,0
22821,0
79056,0
51430,0
202018,0
8689,0
64689,0
115992,0
23149,0
167826,0
5876,0
266971,0
12847,0
51101,0
69556,0
66317,0
80149,0
84726,0
9965,0
157567,0
81610,0
11078,0
65083,0
4338,0
64168,0
114793,0
1286,0
54495,0
2862,0
71924,0
22906,0
51095,0
57409,0
55669,0
100290337,0
29117,0
57562,0
23613,0
2125,0
64393,0
9338,0
5442,0
171169,0
80262,0
7542,0
9095,0
79190,0
9521,0
153328,0
382010,0
65117,0
65108,0
262,0
51078,0
5218,0
4961527,0
64328,0
10509,0
84303,0
24413,0
54964,0
93323,0
853715,0
54189,0
12387,0
19704,0
825,0
129049,0
909,0
26190,0
619565,0
54883,0
23125,0
80007,0
18536,0
54961,0
55269,0
6404,0
71752,0
25934,0
79088,0
6909,0
407043,0
5926,0
6345,0
238799,0
23303,0
268281,0
535,0
84448,0
64714,0
9462,0
26001,0
51187,0
56983,0
140612,0
53918,0
57646,0
13877,0
9377,0
729852,0
1415,0
112939,0
67711,0
122961,0
26609,0
5191,0
441150,0
378698,0
64100,0
27342,0
8508,0
23588,0
7697,0
216274,0
51329,0
433759,0
27072,0
3029,0
16534,0
8529,0
3700,0
9711,0
5533,0
649,0
4943,0
78989,0
6001,0
54497,0
29589,0
4626,0
9922,0
83637,0
5260,0
231670,0
1441,0
5319,0
4112,0
293142,0
57488,0
6827,0
6812,0
51522,0
19241,0
3155,0
23180,0
57690,0
79897,0
10799,0
57472,0
5151,0
64745,0
8328,0
140886,0
22589,0
55623,0
10788,0
119467,0
399088,0
84262,0
25573,0
84775,0
64839,0
29495,0
30707,0
6448,0
7138,0
85016,0
9895,0
57663,0
56927,0
69837,0
11275,0
125228,0
57523,0
27238,0
9616,0
23191,0
148932,0
83594,0
74370,0
84418,0
57696,0
110351,0
10712,0
23288,0
8482,0
55851,0
8425,0
57333,0
84135,0
18637,0
55954,0
57609,0
72776,0
149950,0
81855,0
75296,0
8555,0
84251,0
54131,0
221927,0
214931,0
4225,0
300955,0
246330,0
72068,0
26140,0
51264,0
57630,0
84154,0
21973,0
6668,0
19205,0
63932,0
132954,0
6882,0
84779,0
29935,0
76789,0
340602,0
56987,0
23556,0
283899,0
7405,0
17125,0
108989,0
345062,0
26092,0
3224,0
728269,0
54972,0
10422,0
52276,0
84283,0
21853,0
114790,0
130951,0
3281,0
56155,0
50940,0
27295,0
9245,0
1629,0
112,0
84164,0
57171,0
11072,0
84881,0
1749,0
3754,0
440258,0
55781,0
1603,0
110750,0
90102,0
200576,0
401508,0
80020,0
9678,0
10369,0
10994,0
85461,0
6610,0
54845,0
79777,0
5454,0
9536,0
50674,0
72119,0
1369,0
924,0
27069,0
5409,0
6781,0
51236,0
3026,0
6282,0
243819,0
54919,0
51350,0
128239,0
11162,0
115704,0
57213,0
85395,0
219402,0
23473,0
51654,0
23412,0
28991,0
53970,0
5994,0
10237,0
51327,0
10391,0
80178,0
1912,0
9789,0
225523,0
85458,0
1388,0
102920,0
84669,0
24419,0
71861,0
140735,0
100526767,0
300965,0
79174,0
81647,0
1949,0
60496,0
541468,0
50852,0
5920,0
213539,0
2980,0
2984,0
22909,0
23654,0
10791,0
22029,0
79370,0
126003,0
10552,0
81839,0
9256,0
22882,0
57822,0
346689,0
9695,0
79171,0
125144,0
349667,0
5291,0
128872,0
11189,0
55761,0
70928,0
80223,0
383295,0
3073,0
2201,0
375743,0
10201,0
1040,0
9397,0
4799,0
10314,0
5326,0
23184,0
64283,0
155038,0
10218,0
81875,0
9236,0
56144,0
51271,0
74355,0
26256,0
3783747,0
54607,0
121793,0
2703413,0
25793,0
27101,0
16593,0
83696,0
83659,0
79587,0
67781,0
1632,0
3806,0
342538,0
80243,0
7764,0
84910,0
286826,0
415117,0
414059,0
100287932,0
4242,0
54875,0
221662,0
6400,0
7343,0
284805,0
5449,0
29965,0
260425,0
1296,0
8974,0
685,0
26098,0
11165,0
100151683,0
5790,0
493856,0
51339,0
79917,0
13196,0
55222,0
135112,0
64682,0
90273,0
5298,0
1285,0
4718,0
901,0
58493,0
5598,0
121340,0
353376,0
347902,0
116138,0
84065,0
140775,0
2540392,0
83699,0
399761,0
154467,0
3225,0
2926,0
4986,0
64801,0
727800,0
9868,0
5775,0
117584,0
3268,0
2038,0
112495,0
11061,0
55374,0
84457,0
9060,0
54878,0
80210,0
26046,0
20610,0
645104,0
27129,0
72895,0
285966,0
130497,0
64158,0
55320,0
55744,0
826470,0
83460,0
157680,0
20419,0
10591,0
19359,0
59342,0
100294114,0
9472,0
55734,0
52717,0
84914,0
12306,0
113146,0
132671,0
25925,0
23262,0
9079,0
23181,0
140290,0
54552,0
10868,0
27067,0
55038,0
21374,0
69706,0
101861,0
57117,0
7005,0
636,0
63891,0
50945,0
3425,0
2703434,0
381,0
2703390,0
10170,0
4184,0
147183,0
8193,0
94032,0
55124,0
11226,0
8884,0
126969,0
13669,0
55628,0
853059,0
23326,0
57554,0
26959,0
55437,0
54865,0
5867,0
92154,0
60672,0
285331,0
270685,0
161753,0
11113,0
84131,0
64093,0
221184,0
123970,0
10609,0
8557,0
375248,0
287670,0
84919,0
55869,0
63897,0
9762,0
8545,0
25988,0
79643,0
29916,0
203111,0
3448,0
3217,0
130507,0
197196,0
84106,0
58510,0
133957,0
8460,0
29914,0
57622,0
20115,0
777,0
8698,0
28951,0
190,0
55421,0
8813,0
3421,0
118738,0
283373,0
387338,0
80326,0
10380,0
851587,0
64222,0
115209,0
114823,0
91977,0
17345,0
16580,0
90459,0
96459,0
286451,0
84280,0
508199,0
3251,0
157556,0
827272,0
128178,0
66591,0
56993,0
285527,0
83493,0
546071,0
9952,0
1123,0
114791,0
7123,0
114041,0
55239,0
821159,0
7620,0
10005,0
7135,0
57572,0
6988,0
54942,0
55286,0
22034,0
66354,0
9130,0
9054,0
9580,0
4882,0
5147,0
20479,0
79922,0
11117,0
79837,0
339448,0
56480,0
243846,0
26146,0
90410,0
54707,0
55034,0
2744,0
253935,0
26231,0
5068,0
340156,0
10957,0
55610,0
4956,0
79098,0
2595,0
54681,0
145173,0
1807,0
26057,0
145773,0
158234,0
55080,0
338674,0
84219,0
348654,0
83468,0
51473,0
854673,0
235072,0
219348,0
9771,0
9912,0
55207,0
114,0
80144,0
80021,0
65110,0
10336,0
130074,0
285755,0
10738,0
79983,0
54821,0
24511,0
51228,0
71819,0
10166,0
88455,0
1073,0
57223,0
407,0
159091,0
91582,0
74237,0
29085,0
80173,0
339175,0
134391,0
100131816,0
51337,0
18538,0
3012,0
10214,0
54676,0
56526,0
90957,0
4671,0
853870,0
248,0
8577,0
143684,0
22862,0
57555,0
344892,0
24506,0
4828,0
10312,0
79990,0
392,0
89849,0
55006,0
79778,0
3443,0
6248,0
3824,0
11033,0
934,0
65987,0
116254,0
10929,0
51224,0
54962,0
7922,0
100288160,0
84651,0
140458,0
27179,0
258010,0
54776,0
8476,0
2583,0
56953,0
953,0
79563,0
64601,0
23099,0
55082,0
284325,0
227699,0
57190,0
140459,0
84807,0
64748,0
79847,0
55432,0
129685,0
10238,0
7779,0
103583,0
84501,0
79608,0
64843,0
758,0
219738,0
102857,0
23234,0
9051,0
71766,0
55582,0
55238,0
307347,0
391,0
57093,0
57905,0
2277,0
99375,0
14811,0
52428,0
51363,0
340719,0
23332,0
54892,0
23091,0
65109,0
55267,0
440321,0
58986,0
269881,0
100289678,0
200958,0
112487,0
67268,0
5287,0
337963,0
9368,0
126375,0
123228,0
79415,0
84861,0
4151,0
1486,0
101206,0
217718,0
145946,0
9747,0
6687,0
54872,0
284203,0
29071,0
39,0
53375,0
55177,0
148398,0
221060,0
26013,0
54130,0
285848,0
9902,0
148109,0
114882,0
10922,0
1666,0
53840,0
51296,0
284338,0
286336,0
9024,0
11018,0
63934,0
13018,0
145645,0
1318,0
10267,0
5286,0
7165,0
6483,0
8703,0
57662,0
9512,0
19056,0
283011,0
1876,0
641700,0
51361,0
55502,0
11155,0
8996,0
113220,0
27249,0
85477,0
3077429,0
92745,0
78986,0
10781,0
4207,0
6018,0
192160,0
1523,0
100133763,0
196483,0
9312,0
10960,0
85569,0
837,0
90780,0
855284,0
23087,0
282616,0
55363,0
54959,0
3991,0
7476,0
147111,0
12464,0
23157,0
83478,0
59349,0
114798,0
8309,0
11211,0
83894,0
54873,0
8527,0
9904,0
27352,0
483,0
4693,0
93836,0
7064,0
2639,0
64855,0
399,0
54855,0
23333,0
155465,0
8985,0
4967,0
286148,0
80263,0
11285,0
126792,0
23306,0
80019,0
284297,0
727738,0
84128,0
16480,0
10926,0
55179,0
4818,0
146059,0
84759,0
346673,0
9419,0
83871,0
1901,0
27032,0
7706,0
170261,0
5545,0
56792,0
126298,0
59339,0
23384,0
19679,0
81570,0
93594,0
18573,0
6253,0
10810,0
852376,0
378108,0
57801,0
118987,0
7593,0
10278,0
83942,0
347734,0
2128,0
1264,0
55607,0
70601,0
93144,0
1907,0
283551,0
54981,0
283219,0
2700,0
55890,0
56676,0
7032,0
7174,0
9033,0
22030,0
51614,0
124565,0
66005,0
55680,0
7705,0
25963,0
112611,0
10910,0
55847,0
11164,0
17131,0
91,0
25979,0
51526,0
50488,0
57524,0
23637,0
10361,0
5476,0
55846,0
26584,0
29066,0
221613,0
81556,0
55831,0
2357,0
229707,0
1954,0
27156,0
10605,0
440563,0
3214,0
55756,0
366310,0
75964,0
64318,0
93742,0
91687,0
115908,0
653499,0
10927,0
23387,0
294429,0
63877,0
55281,0
79081,0
134353,0
133584,0
9880,0
284393,0
199777,0
9765,0
81618,0
55692,0
115509,0
7554,0
115123,0
55352,0
3010,0
1351,0
9509,0
1968,0
853290,0
2588,0
59343,0
292778,0
1877,0
5203,0
54861,0
643847,0
55132,0
79149,0
653489,0
81609,0
855836,0
48,0
9857,0
84529,0
10068,0
56477,0
25972,0
81488,0
402682,0
6382,0
63948,0
84317,0
5033,0
83499,0
57106,0
55017,0
387263,0
169841,0
10923,0
50804,0
107338,0
221476,0
85440,0
84749,0
57463,0
79161,0
2889,0
8636,0
283431,0
782,0
100129278,0
116238,0
79576,0
223870,0
160287,0
51763,0
79091,0
60680,0
12235,0
5836,0
220108,0
140917,0
26065,0
79717,0
348487,0
56085,0
6911,0
854504,0
91689,0
7429,0
23939,0
55288,0
853639,0
7978,0
64081,0
285782,0
23648,0
853455,0
54462,0
80131,0
8510,0
140831,0
6276,0
9870,0
64704,0
4068,0
7102,0
10440,0
9911,0
7741,0
153769,0
127,0
55208,0
128602,0
18627,0
10827,0
11062,0
229663,0
6585,0
268741,0
8366,0
2703395,0
55859,0
54625,0
227102,0
10116,0
79823,0
64147,0
83873,0
8724,0
5968,0
55140,0
67393,0
84629,0
66827,0
132158,0
155368,0
54862,0
230075,0
5257,0
4115,0
22977,0
63916,0
64577,0
51534,0
12550,0
1729,0
65990,0
112840,0
5345,0
9575,0
6525,0
163590,0
90624,0
283150,0
66313,0
566,0
3835,0
140465,0
8879,0
91304,0
5104,0
79031,0
10124,0
60487,0
407008,0
27681,0
8972,0
143425,0
5874,0
54843,0
87171,0
5306,0
10172,0
23067,0
396171,0
2805,0
80198,0
55274,0
5372,0
1802,0
53890,0
84747,0
401565,0
197370,0
56491,0
54802,0
114898,0
9923,0
163154,0
56931,0
201633,0
55086,0
49,0
389741,0
2882,0
221981,0
2145,0
9601,0
23114,0
81557,0
271981,0
25778,0
70892,0
9969,0
121053,0
279,0
28318,0
80727,0
80764,0
3783716,0
63917,0
52690,0
84074,0
153527,0
5631,0
56495,0
54455,0
56919,0
55340,0
2819,0
54543,0
130162,0
55253,0
1455,0
10654,0
1690,0
149483,0
10842,0
55815,0
90861,0
29107,0
80209,0
651,0
255308,0
644540,0
6913,0
26233,0
253959,0
140732,0
6782,0
7582,0
54812,0
78294,0
93343,0
151568,0
149603,0
2295,0
80201,0
23420,0
54918,0
727851,0
66404,0
662,0
60377,0
653784,0
9278,0
150383,0
139793,0
65992,0
81515,0
8497,0
308212,0
11235,0
284611,0
399371,0
79175,0
100008588,0
84190,0
388344,0
1412,0
341019,0
146822,0
408050,0
11330,0
320,0
79594,0
668,0
852257,0
79178,0
91875,0
10072,0
51542,0
26045,0
51112,0
2909,0
74498,0
150197,0
81790,0
2217,0
2257,0
7633,0
85450,0
255919,0
100101267,0
54439,0
22930,0
67863,0
57095,0
283578,0
653333,0
55125,0
55090,0
100033430,0
64427,0
3640,0
9061,0
6553,0
4620,0
23075,0
2140,0
91749,0
5548,0
23474,0
10559,0
8793,0
2703401,0
6549,0
201134,0
18044,0
51188,0
6666,0
52696,0
54830,0
246175,0
22801,0
286887,0
54749,0
54921,0
55616,0
51559,0
54510,0
653145,0
26411,0
54602,0
26952,0
26071,0
50838,0
76707,0
57127,0
56898,0
233908,0
851246,0
12416,0
10518,0
4684,0
23378,0
9933,0
100128252,0
116444,0
8496,0
8187,0
363445,0
242785,0
85442,0
23007,0
42445,0
23141,0
18128,0
230249,0
18762,0
81611,0
129807,0
114569,0
27440,0
4696,0
59288,0
79596,0
10978,0
8470,0
4617,0
26262,0
653519,0
27245,0
25852,0
52398,0
284161,0
55510,0
3050,0
91653,0
26692,0
7270,0
13822,0
3736,0
642843,0
7746,0
668450,0
25847,0
11234,0
30820,0
78990,0
3493,0
80086,0
5865,0
29959,0
389207,0
23061,0
254887,0
57305,0
148103,0
5169,0
58491,0
23240,0
21938,0
58473,0
853674,0
140460,0
9663,0
74386,0
56978,0
26018,0
138199,0
4817,0
60506,0
221302,0
442497,0
3783726,0
83440,0
104130,0
7581,0
64782,0
233276,0
16328,0
5576,0
76299,0
223696,0
4277,0
10742,0
283152,0
152687,0
317762,0
56158,0
25906,0
6992,0
165,0
167127,0
79064,0
7597,0
259234,0
5831,0
16563,0
54799,0
5511,0
68653,0
196477,0
386724,0
57181,0
13684,0
79025,0
738,0
66589,0
285074,0
92129,0
221908,0
1982,0
17977,0
100419906,0
574040,0
22852,0
7527,0
116443,0
64388,0
72148,0
147660,0
7592,0
220885,0
57493,0
57820,0
96626,0
246181,0
3632,0
84869,0
100137049,0
29952,0
8625,0
79810,0
55180,0
387032,0
80317,0
92400,0
200765,0
54463,0
158219,0
9581,0
148423,0
23098,0
51270,0
84948,0
51603,0
9567,0
57464,0
8789,0
850620,0
149986,0
123811,0
55609,0
9267,0
339669,0
115827,0
171017,0
158471,0
285141,0
28970,0
65969,0
120939,0
11194,0
84273,0
51574,0
7760,0
115196,0
59277,0
60385,0
5375,0
5348,0
11183,0
375260,0
83849,0
16969,0
1056,0
283208,0
856423,0
54987,0
83752,0
80907,0
1438,0
50865,0
51231,0
100131971,0
51282,0
55888,0
10934,0
93621,0
214791,0
79801,0
58526,0
677824,0
170692,0
3698,0
56399,0
2541472,0
84141,0
7484,0
51478,0
92017,0
118424,0
338917,0
21985,0
79257,0
100350337,0
26515,0
9853,0
284131,0
9399,0
114766,0
85021,0
116835,0
139324,0
209416,0
7881,0
421202,0
2983,0
124930,0
79966,0
254170,0
100128525,0
225,0
339231,0
64785,0
9253,0
8448,0
256369,0
139886,0
59286,0
29953,0
9334,0
518,0
23031,0
19349,0
91368,0
8416,0
64418,0
5150,0
54853,0
140461,0
284355,0
440093,0
201595,0
10725,0
55329,0
79745,0
4680,0
1087,0
22350,0
29915,0
64422,0
54108,0
18750,0
27289,0
3321,0
158399,0
119559,0
26036,0
212,0
64064,0
155382,0
644739,0
56941,0
51496,0
253143,0
254528,0
221092,0
3955,0
5081,0
474343,0
144097,0
192176,0
856079,0
439936,0
71236,0
11153,0
29109,0
200350,0
11123,0
100653323,0
57595,0
130399,0
55248,0
74081,0
689805,0
23211,0
84922,0
170762,0
55194,0
26934,0
10686,0
54629,0
222658,0
281427,0
51427,0
55707,0
94134,0
401509,0
51171,0
29990,0
53343,0
257068,0
93,0
100431172,0
10750,0
378,0
49854,0
2487,0
66131,0
127833,0
79719,0
820909,0
163071,0
1084,0
80176,0
79693,0
10879,0
23241,0
119392,0
284751,0
2230,0
79804,0
5440,0
203523,0
342096,0
23379,0
474344,0
2764,0
4593,0
64943,0
58527,0
283489,0
39203,0
100287902,0
353274,0
57530,0
1534,0
5612,0
255027,0
9829,0
92822,0
5992,0
94086,0
23239,0
4245,0
63929,0
1490006,0
84153,0
100526737,0
7699,0
10243,0
20384,0
68197,0
57648,0
39753,0
2137,0
90441,0
51130,0
9350,0
90007,0
7786,0
84335,0
12125,0
15902,0
392307,0
64857,0
422169,0
55333,0
64834,0
168620,0
90249,0
9423,0
255104,0
54518,0
54106,0
7920,0
161742,0
56204,0
79631,0
84631,0
5029,0
2703361,0
12468,0
148327,0
12345,0
3266,0
85409,0
51566,0
26155,0
414325,0
65220,0
2245,0
2001,0
83714,0
148413,0
2733,0
57553,0
84916,0
26754,0
136319,0
22864,0
854553,0
339230,0
59008,0
11146,0
1663,0
26750,0
22932,0
124446,0
66922,0
90637,0
5003,0
9022,0
6728,0
7289,0
23533,0
22944,0
23207,0
3783704,0
282679,0
55095,0
26223,0
12704,0
10497,0
537,0
57515,0
67857,0
55225,0
5354,0
19385,0
84299,0
76464,0
8518,0
55757,0
154807,0
54850,0
2703462,0
10466,0
856731,0
114991,0
83786,0
57396,0
27092,0
57380,0
127733,0
64232,0
7570,0
57556,0
11092,0
1429,0
78999,0
63904,0
387923,0
51665,0
312,0
51455,0
9806,0
116211,0
400673,0
10219,0
256130,0
11276,0
100506736,0
29082,0
22980,0
2653,0
27243,0
19173,0
317719,0
1585,0
1292,0
71458,0
5531,0
8226,0
80213,0
8905,0
84640,0
84572,0
83692,0
159686,0
23369,0
60676,0
407823,0
7862,0
16452,0
145389,0
4490,0
29122,0
225164,0
64006,0
55295,0
285908,0
54952,0
2016,0
9374,0
65056,0
22,0
2703359,0
84274,0
2824,0
115548,0
89944,0
256435,0
10536,0
143279,0
852305,0
54836,0
348262,0
5288,0
5106,0
669,0
54437,0
51499,0
439935,0
201456,0
3985,0
115703,0
65251,0
83953,0
11188,0
284837,0
98985,0
135293,0
20226,0
23140,0
8550,0
234699,0
6482,0
2523,0
54754,0
1271,0
129450,0
65094,0
851810,0
22084,0
55915,0
22931,0
11201,0
4618,0
55629,0
18140,0
853333,0
80346,0
653,0
5589,0
3720,0
121536,0
51061,0
54633,0
60592,0
57480,0
80772,0
1485,0
5207,0
728386,0
54980,0
9265,0
374407,0
94039,0
65082,0
11000,0
201292,0
338412,0
388474,0
494143,0
15525,0
135114,0
147808,0
76108,0
64184,0
6609,0
11101,0
11807,0
22795,0
55196,0
51702,0
12168,0
200539,0
401190,0
8787,0
56141,0
6284,0
63958,0
54910,0
90557,0
284688,0
70675,0
254173,0
114784,0
66895,0
79862,0
65979,0
1447,0
51032,0
622,0
72114,0
536654,0
5924,0
4922,0
643677,0
494119,0
56000,0
3196,0
10626,0
3049,0
317671,0
84505,0
146439,0
55506,0
55117,0
23630,0
347516,0
125476,0
83442,0
93100,0
84938,0
84838,0
11279,0
7004,0
91404,0
100137657,0
6196,0
55088,0
79369,0
283871,0
285180,0
25012,0
850317,0
84920,0
23264,0
55731,0
112483,0
57186,0
25880,0
644903,0
157638,0
9826,0
69654,0
125965,0
222068,0
2206,0
79830,0
126374,0
51260,0
196264,0
5798,0
23529,0
16706,0
727837,0
414664,0
84908,0
58480,0
254359,0
291081,0
1635,0
401,0
55672,0
285172,0
29101,0
28299,0
29062,0
124961,0
3149,0
91869,0
18176,0
81633,0
57626,0
100271849,0
162461,0
23283,0
11135,0
116931,0
64900,0
89858,0
1747,0
29115,0
139628,0
1112,0
25983,0
91754,0
20965,0
81030,0
132720,0
27128,0
101059918,0
57404,0
58499,0
375484,0
79053,0
65996,0
83741,0
3783763,0
339403,0
85019,0
90133,0
19357,0
166793,0
84808,0
5276,0
28916,0
116674,0
9502,0
98366,0
727787,0
51575,0
5738,0
70925,0
26398,0
56270,0
81688,0
25938,0
56956,0
644619,0
10024,0
125875,0
276,0
90268,0
27433,0
140606,0
80742,0
83733,0
23040,0
54956,0
9382,0
67030,0
11232,0
51657,0
166614,0
8618918,0
200894,0
162394,0
112885,0
79763,0
9486,0
90161,0
10608,0
10126,0
22594,0
60313,0
9665,0
237928,0
56376,0
855903,0
152503,0
150864,0
8934,0
57649,0
15270,0
57221,0
9242,0
680987,0
6954,0
79845,0
5239,0
116988,0
55096,0
79345,0
55894,0
10079,0
92591,0
294010,0
81607,0
51091,0
3233,0
148137,0
68153,0
9016,0
146,0
23285,0
83658,0
9064,0
131831,0
112849,0
285216,0
26520,0
159090,0
90488,0
10906,0
23219,0
100327257,0
51127,0
54765,0
55508,0
4493,0
84901,0
91526,0
137695,0
283078,0
284680,0
117150,0
55004,0
9238,0
1945,0
112724,0
5569,0
8825,0
22873,0
6662,0
10999,0
170961,0
56527,0
162239,0
3656,0
1946,0
2046,0
55677,0
83853,0
55325,0
4783,0
269252,0
4351,0
1418,0
269608,0
162466,0
22894,0
11314,0
554206,0
728505,0
10767,0
339005,0
57188,0
51110,0
9057,0
22845,0
59114,0
51233,0
5128,0
516,0
832208,0
205,0
10974,0
9476,0
26577,0
7571,0
7625,0
51440,0
10171,0
63979,0
55732,0
414157,0
17216,0
9628,0
124454,0
339221,0
246176,0
196441,0
445329,0
80714,0
283985,0
11142,0
161502,0
83874,0
723790,0
127247,0
196074,0
80222,0
166012,0
854295,0
6542,0
81532,0
285676,0
615849,0
3914,0
20924,0
51060,0
2559,0
58190,0
79034,0
14113,0
60386,0
90070,0
199953,0
91156,0
135656,0
56121,0
55621,0
554251,0
53940,0
201181,0
84936,0
2581,0
10898,0
55803,0
5134,0
55192,0
855013,0
89797,0
8515,0
79814,0
93107,0
51075,0
852088,0
25097,0
127687,0
23552,0
17274,0
391123,0
8776,0
55634,0
90506,0
9735,0
288080,0
14389,0
57026,0
144348,0
54988,0
221823,0
3803,0
8718,0
64342,0
9028,0
394,0
56994,0
27141,0
51209,0
2832,0
55554,0
3174,0
55330,0
8120,0
26556,0
50814,0
66385,0
51142,0
116848,0
84502,0
391723,0
850637,0
2205,0
10668,0
114879,0
200916,0
56311,0
51604,0
51179,0
7062,0
2823,0
9929,0
51626,0
728758,0
347365,0
4675,0
113246,0
3034,0
90378,0
26554,0
817246,0
270076,0
8785,0
51480,0
79707,0
57469,0
5877,0
79639,0
20399,0
200933,0
52609,0
126308,0
222663,0
26595,0
84976,0
388969,0
79640,0
28962,0
654346,0
117600,0
130872,0
730394,0
10083,0
136371,0
164237,0
23341,0
7483,0
55181,0
212733,0
58157,0
10776,0
90199,0
23233,0
10622,0
2584,0
25957,0
84875,0
9715,0
54141,0
3631,0
27012,0
12702,0
64080,0
23505,0
4550,0
1527,0
92667,0
79158,0
66222,0
22843,0
144455,0
1724714,0
69010,0
220594,0
374454,0
856044,0
81617,0
10423,0
381591,0
93587,0
3760,0
317781,0
79414,0
71091,0
221409,0
152225,0
16453,0
230866,0
170482,0
81504,0
854336,0
692088,0
7737,0
11350,0
79893,0
27288,0
158521,0
258,0
29070,0
377047,0
79913,0
158511,0
78991,0
221477,0
92815,0
291969,0
90701,0
55167,0
92106,0
23321,0
14633,0
54492,0
54485,0
23139,0
12043,0
219699,0
26904,0
23500,0
91833,0
131616,0
28882,0
491,0
86614,0
90874,0
54509,0
58496,0
89122,0
15463,0
55622,0
67938,0
13589,0
9776,0
400,0
149420,0
79691,0
2674,0
9650,0
84259,0
23052,0
28396,0
58472,0
57491,0
125919,0
344658,0
84224,0
51195,0
51348,0
10307,0
65137,0
57654,0
340543,0
14252,0
6398,0
84725,0
10322,0
10998,0
100134230,0
26406,0
134510,0
729362,0
29967,0
55750,0
10578,0
131405,0
23062,0
284306,0
51778,0
27237,0
29889,0
388333,0
729447,0
116729,0
139562,0
5818,0
55727,0
55785,0
1608,0
200558,0
94009,0
56851,0
56458,0
29542,0
28989,0
2703416,0
498407,0
613212,0
51018,0
375748,0
9934,0
5362,0
9828,0
150928,0
129804,0
13358,0
51056,0
220965,0
3705,0
136306,0
6570,0
55160,0
5075,0
3257,0
27445,0
646817,0
343637,0
9503,0
23360,0
91614,0
19763,0
70012,0
56977,0
168455,0
2694,0
208518,0
57513,0
501222,0
643836,0
51285,0
55638,0
90809,0
56954,0
56136,0
22343,0
1606,0
9270,0
22142,0
57804,0
339745,0
339451,0
