id,role_0,role_1,role_2,role_3,role_4
23201,66,11373,1887,258,0
4118,32,1384,491,5,0
51338,9,331,35,1,0
6729,28,7233,317,61,0
9919,157,26996,11150,1096,0
8218,53,15226,1122,256,0
137492,14,4610,63,28,0
23028,372,38455,66439,2567,0
3417,57,10319,1402,194,0
387082,80,15153,2825,335,0
79867,211,12072,21758,397,0
147007,16,2327,108,12,0
283989,24,5247,251,25,0
440295,212,15682,22018,348,0
5708,248,45107,24515,6113,0
6210,331,48303,34289,20326,0
11339,120,12642,6826,314,0
114928,96,8484,4451,109,0
55700,28,5343,351,27,0
10482,1151,85039,653174,8651,0
79026,96,23271,4019,541,0
55689,31,5202,379,86,0
8848,169,18178,13824,372,0
58477,146,17309,10253,332,0
23636,138,19949,8870,583,0
3836,131,25753,7733,782,0
5359,130,15309,7927,458,0
153090,35,9728,537,58,0
1387,398,42105,74406,4597,0
2623,109,16523,5505,381,0
51324,139,13788,9302,289,0
10215,8,2281,26,2,0
30812,19,1755,161,10,0
995,44,13161,756,190,0
7534,660,82650,206667,10803,0
8697,152,17356,10758,718,0
79001,96,4433,4516,44,0
5728,244,36432,28036,1610,0
6191,358,55239,42348,21555,0
7804,39,4712,726,15,0
84514,11,554,55,0,0
7879,182,24297,15439,1032,0
57403,16,2885,102,18,0
22981,211,17309,21235,920,0
26058,68,20712,1949,329,0
11156,100,11370,4827,123,0
55735,46,7767,970,65,0
22955,37,4803,567,99,0
8467,213,34897,19627,2951,0
6944,65,10100,1659,421,0
11077,277,20499,37375,851,0
9744,15,3274,96,9,0
25978,55,5789,1343,142,0
115416,20,3501,150,40,0
51510,49,5568,1016,160,0
7644,6,2179,15,0,0
5250,311,49647,35560,12645,0
6135,382,53618,49140,23631,0
2055,30,2929,424,11,0
57447,12,1794,63,3,0
30811,8,2690,23,5,0
1072,166,32893,12199,1496,0
11030,238,15443,27158,1045,0
167153,8,3007,27,1,0
69259,87,6631,3694,47,0
9112,126,23282,6903,972,0
10661,22,6976,160,71,0
6119,397,56934,72701,5905,0
203068,361,67635,56432,8548,0
6152,333,47012,35159,20119,0
54932,17,2482,119,17,0
284069,36,5140,546,84,0
6464,277,38193,35629,2597,0
4143,11,2411,51,4,0
219771,18,4625,128,25,0
1030,24,4926,262,14,0
83987,545,69681,140678,7562,0
23020,375,56332,48680,21445,0
1212,80,10495,2343,817,0
2060,159,28072,11329,1232,0
23041,16,4068,111,9,0
5597,280,32340,37706,1354,0
7272,69,16931,2043,303,0
3768,17,1256,100,36,0
51678,40,4666,688,92,0
55092,27,2855,346,5,0
84078,84,10473,3369,117,0
3566,24,2578,223,53,0
9655,10,5458,40,5,0
2332,161,32833,6834,6046,0
6136,285,48720,22773,17697,0
67849,19,1804,155,16,0
9212,178,32254,14733,1020,0
6612,183,30850,13581,3072,0
5539,2,568,1,0,0
5540,4,226,6,0,0
8803,50,6215,1083,142,0
11004,63,14978,1809,144,0
9146,355,40434,60932,1903,0
90390,51,6216,618,657,0
81847,40,8355,704,76,0
7520,231,40329,24394,2171,0
2621,8,244,27,1,0
558,28,8024,296,82,0
6871,166,23845,12327,1368,0
10025,73,9090,1738,890,0
10436,101,25758,2182,2868,0
6194,353,50666,41093,21035,0
4236,222,30922,15160,9371,0
7536,263,33895,24447,10006,0
8856,36,5223,573,57,0
144165,19,857,166,5,0
311055,2,30,1,0,0
27044,91,27746,3228,867,0
10987,826,89493,321640,19085,0
8607,277,50654,34312,3914,0
3198,266,18321,32394,2851,0
29964,9,939,30,6,0
25998,74,14012,2434,267,0
9188,228,45066,17335,8543,0
55667,10,2877,42,3,0
5706,135,22673,6941,2104,0
5702,188,26909,15394,2184,0
5695,95,12298,2894,1571,0
4522,94,22808,3871,500,0
7298,75,7508,2580,195,0
56257,186,34434,14935,2270,0
84132,33,5189,499,29,0
60488,119,13215,3578,3443,0
51222,47,6035,918,163,0
8932,73,11074,1917,711,0
11329,53,10912,1225,153,0
2079,64,17301,1804,212,0
7517,143,16101,9887,266,0
7031,21,2466,205,5,0
51035,126,20960,7297,578,0
8882,68,8972,2026,252,0
6599,201,37236,17509,2591,0
513,41,5423,611,209,0
509,194,39367,12936,5785,0
51645,183,22096,5818,10835,0
58517,193,30475,8997,9531,0
23199,58,13175,1347,306,0
6233,302,53359,38330,7121,0
29979,281,24799,38265,1075,0
2288,86,18032,3325,330,0
10728,108,20084,5244,534,0
84661,84,7992,3321,165,0
10565,32,6499,462,34,0
8343,27,7020,324,27,0
8915,68,13058,2029,249,0
6161,166,30260,5130,8565,0
2077,21,4340,200,10,0
51097,28,4004,364,14,0
4301,70,15445,2204,211,0
1080,322,29657,50583,1098,0
2195,30,4013,428,7,0
25843,96,11547,4083,477,0
4171,916,88098,401406,17664,0
4086,184,22269,15996,840,0
4762,8,1745,17,11,0
10531,12,2244,62,4,0
6182,126,13481,4447,3428,0
1639,252,26398,30650,976,0
29944,18,2426,151,2,0
9531,491,44424,118089,2206,0
23498,7,1041,18,3,0
9738,70,16211,2131,284,0
54516,4,53,6,0,0
51409,19,1331,155,16,0
11269,172,27449,11909,2797,0
8349,207,36632,17314,4007,0
2064,199,24460,18608,1093,0
74155,1,198,0,0,0
84186,26,5258,302,23,0
205564,10,1532,42,3,0
5568,158,15594,11771,632,0
8621,54,12195,1291,140,0
2783,119,18356,6463,558,0
3150,39,6579,686,55,0
10991,4,526,6,0,0
65005,116,8919,3271,3399,0
51263,88,4516,717,3111,0
7319,86,13034,3368,287,0
1029,181,33158,15034,1256,0
151636,33,6794,461,67,0
84733,68,11581,2005,273,0
375791,566,22818,154498,5397,0
51547,666,72819,211176,10269,0
2120,36,10165,563,67,0
76804,2,273,1,0,0
6423,10,1131,34,11,0
10296,22,3076,168,63,0
6714,523,54064,130832,5671,0
51792,96,5957,4314,246,0
91010,9,5142,30,6,0
54870,68,13616,2183,95,0
60682,18,5166,141,12,0
1676,49,11227,1045,131,0
9958,153,24871,10996,632,0
54927,88,20228,3602,226,0
1734,14,4200,65,26,0
118,79,15709,2789,292,0
3398,72,10586,2408,148,0
8924,222,21029,23905,626,0
146956,33,5382,495,33,0
54822,25,3657,286,14,0
22976,266,32422,33919,1326,0
10111,119,23373,6193,828,0
1973,98,27767,3974,779,0
10775,23,2371,195,58,0
11102,26,3436,289,36,0
8342,121,25387,1575,5685,0
51105,32,6932,412,84,0
53615,142,21734,8671,1340,0
4771,66,13491,1973,172,0
6895,114,17517,5114,1327,0
99152,36,2314,475,155,0
996,127,16849,7132,869,0
65125,215,23884,22243,762,0
399511,12,1402,29,37,0
6492,4,1100,3,3,0
51194,64,12814,1871,145,0
1810,38,6540,616,87,0
26580,58,3583,1630,23,0
10066,25,3083,275,25,0
6421,232,50010,22709,4087,0
64840,6,63,13,2,0
81029,2,158,1,0,0
10919,158,19764,11518,885,0
23269,50,6622,1023,202,0
1778,194,40758,16682,2039,0
10048,139,25787,9008,583,0
218,52,2329,1082,244,0
659,77,4900,2872,54,0
110648,1,76,0,0,0
1017,890,94089,377971,17634,0
2801,455,39036,101584,1701,0
23450,489,57585,90825,28491,0
23517,252,34268,19611,12015,0
8407,128,21833,7254,874,0
1938,290,53107,30141,11764,0
5602,105,17052,5037,423,0
8528,2,922,1,0,0
56289,29,2385,386,20,0
7168,140,23135,9038,692,0
55198,36,4760,608,22,0
830,270,20944,33281,3034,0
773,100,7356,4919,31,0
439,46,9315,905,130,0
142,284,50326,36741,3445,0
3884,76,9586,2712,138,0
3888,25,5560,253,47,0
3306,102,21957,3876,1275,0
23254,12,3407,57,9,0
100529264,4,788,4,2,0
7428,464,61225,102633,4783,0
5966,387,36988,72830,1861,0
245973,31,3322,431,34,0
387680,32,6647,409,87,0
100287171,11,1398,43,12,0
353139,46,5547,416,619,0
353140,83,6152,2140,1263,0
10419,358,54496,53850,10053,0
291,68,17076,1632,646,0
9457,77,5812,2839,87,0
84955,31,4998,403,62,0
167838,58,6375,1489,164,0
220082,107,9636,5396,275,0
3006,88,23179,3311,517,0
10971,462,57868,101326,5165,0
59,95,19544,4090,375,0
4734,315,32850,48256,1199,0
6189,395,59047,54595,23220,0
55971,38,6733,674,29,0
23096,5,3253,9,1,0
6732,347,50693,50598,9433,0
55584,67,1897,2201,10,0
207,376,50903,67038,3462,0
67809,77,6013,2655,271,0
51669,26,4604,302,23,0
3182,100,30073,4086,864,0
8626,141,24395,9144,726,0
9295,198,29267,9880,9623,0
1857,190,19814,17435,520,0
1326,72,15164,2003,553,0
5608,37,4965,575,91,0
16412,40,3111,766,14,0
9185,33,4307,482,46,0
23013,184,24767,7967,8869,0
6601,188,36527,14931,2647,0
3192,691,74069,206900,31495,0
23196,41,13569,674,146,0
1385,196,21639,18172,938,0
8091,28,6884,316,62,0
1786,107,20510,4953,718,0
7157,999,102926,478908,19593,0
2648,133,18980,7729,1049,0
71710,29,2472,289,117,0
10464,145,19597,9427,1013,0
8487,180,32472,9611,6499,0
253980,29,5341,369,37,0
5425,43,6194,690,213,0
3753,6,952,14,1,0
3757,29,7716,345,61,0
3667,120,25888,6163,977,0
857,218,32969,22445,1208,0
2734,31,8533,332,133,0
6314,110,13108,5653,342,0
4147,19,2114,155,16,0
25788,42,5772,824,37,0
84832,45,8908,923,67,0
11060,122,17882,7137,244,0
1605,51,8436,1175,100,0
29896,144,28773,8646,1650,0
22794,39,11912,639,102,0
10949,101,31873,3614,1436,0
3021,37,8003,588,78,0
5928,261,40686,30249,3681,0
2786,25,1800,140,160,0
2793,20,997,67,123,0
9984,210,22862,12958,8987,0
55596,129,28650,4346,3910,0
9113,104,15100,5029,327,0
10413,137,23010,8685,631,0
10252,88,14153,2895,933,0
115752,23,3442,169,84,0
3479,21,1581,197,13,0
3490,15,599,104,1,0
22832,140,13916,8700,1030,0
55559,72,6404,2261,295,0
25930,40,10017,684,96,0
128866,118,11710,6455,448,0
3815,73,9050,2231,397,0
9402,64,6935,1899,117,0
25920,60,14341,1465,305,0
201931,8,517,28,0,0
10133,97,13543,4437,219,0
5468,165,26613,12412,1118,0
7205,248,23749,29975,653,0
253827,38,7617,684,19,0
26354,250,40520,16368,14757,0
4666,58,17915,1479,174,0
1937,171,33297,13489,1046,0
5774,41,6258,789,31,0
11116,144,12499,9466,830,0
158,66,11643,1979,166,0
932,31,1721,456,9,0
9074,2,167,1,0,0
8740,27,3607,329,22,0
90196,1,26,0,0,0
10813,106,21185,4894,671,0
29911,133,13912,8595,183,0
7185,304,29634,44803,1253,0
285093,46,7434,988,47,0
6430,220,34806,13753,10337,0
79002,139,17567,1261,8330,0
10526,96,16945,3525,1035,0
868,79,15197,2566,515,0
10765,62,9570,1742,149,0
2957,71,7942,2236,249,0
140691,43,6109,879,24,0
284086,41,8250,751,69,0
5600,93,17200,3892,386,0
7407,88,19982,3489,339,0
6472,453,38571,100916,1462,0
11190,242,43591,25504,3657,0
25977,18,3836,125,28,0
6168,241,38372,15040,13880,0
25962,180,24188,6735,9375,0
5984,96,21417,3671,889,0
1021,158,24345,11608,795,0
5127,46,12660,890,145,0
9513,237,40249,21492,6474,0
9908,67,21641,1865,346,0
5140,39,3698,724,17,0
5567,217,25067,22376,1060,0
3396,246,23092,26601,3534,0
8089,106,10677,5061,504,0
157570,28,7207,326,52,0
388336,15,4027,94,11,0
9179,37,3386,642,24,0
95,29,5085,401,5,0
259215,2,1130,0,1,0
145508,278,20592,36393,2110,0
8573,89,9311,3787,129,0
4090,72,13391,2302,254,0
23451,444,58201,72753,25593,0
9131,90,22806,3751,254,0
3303,351,56956,56345,5080,0
3559,27,4853,303,48,0
6776,104,14109,4837,519,0
8335,108,29490,3229,2549,0
11034,103,12468,4971,282,0
26284,29,5907,379,27,0
91137,7,371,21,0,0
768,31,5200,427,38,0
11260,50,10665,1150,75,0
225207,2,239,1,0,0
9219,169,27103,12153,2043,0
22853,13,1693,68,10,0
10989,269,45478,26918,9128,0
9733,241,43048,18954,9966,0
11335,166,23959,12109,1586,0
29127,135,17943,8116,929,0
93474,22,4351,217,14,0
126961,117,16028,6334,452,0
5993,26,7828,287,38,0
4137,133,26372,8017,761,0
4741,37,6922,601,65,0
4539,54,2135,135,1296,0
9610,51,9709,1200,75,0
3783746,153,30595,9607,2021,0
4736,252,44361,17756,13870,0
9221,199,40694,12758,6943,0
152185,157,13613,11451,795,0
84946,29,11205,327,79,0
8874,50,10408,1052,173,0
9731,73,6091,2394,234,0
51633,32,4243,479,17,0
10973,35,11937,514,81,0
5429,44,11678,812,134,0
63922,27,7267,253,98,0
8767,90,17891,3493,512,0
115207,28,5977,360,18,0
4629,49,8632,1088,88,0
10096,98,19726,3913,840,0
25060,5,200,10,0,0
5730,34,5555,521,40,0
1490008,4,830,5,1,0
5058,159,25701,11857,704,0
7957,21,2814,198,12,0
90550,19,3953,155,16,0
10651,26,5146,276,49,0
25813,36,5916,549,81,0
5747,198,28136,18160,1343,0
55171,9,4782,31,5,0
386677,114,7418,5338,1103,0
22924,50,6150,1154,71,0
90417,44,8700,884,62,0
114336,41,6225,605,215,0
284001,130,10707,8031,354,0
197342,4,758,5,1,0
57697,37,7225,515,151,0
65991,21,4268,206,4,0
7353,86,13219,3373,282,0
29882,64,8703,1621,395,0
4311,155,24185,9273,2662,0
9149,66,9144,2011,134,0
221937,82,11772,3042,279,0
9654,4,2933,4,2,0
4087,392,41013,74005,2631,0
51382,46,5367,941,94,0
2956,87,15658,3200,541,0
5710,200,30536,17419,2481,0
2151,15,3624,81,24,0
2534,408,32364,80390,2638,0
4929,33,5463,485,43,0
5915,35,3380,515,80,0
5930,87,13512,3593,148,0
3356,22,2146,224,7,0
2912,14,1533,89,2,0
10289,171,23692,13699,836,0
6223,233,45506,17403,9625,0
51160,68,10305,2131,147,0
613,95,23270,3809,656,0
7105,13,1129,70,8,0
2671,19,2704,156,15,0
10920,53,11053,931,447,0
9851,132,9666,7497,1149,0
1856,139,23885,9053,538,0
3676,527,69700,127719,10882,0
11236,19,2261,149,22,0
3638,20,4021,139,51,0
2804,42,6216,835,26,0
84105,42,6153,831,30,0
147700,80,8948,3008,152,0
51334,6,3469,13,2,0
2067,30,4629,387,48,0
5893,56,13431,1342,198,0
5092,94,14387,4228,143,0
53353,15,4085,97,8,0
1892,96,16195,4154,406,0
150472,13,2684,69,9,0
9525,50,8428,1072,153,0
23107,222,36393,15742,8789,0
6188,395,62145,56474,21341,0
8464,41,5641,470,350,0
93624,22,1865,126,105,0
1400,108,15187,5573,205,0
8445,60,13957,1600,170,0
10539,114,14548,6046,395,0
55156,41,6755,788,32,0
816,88,9278,3645,183,0
6124,326,50672,33583,19392,0
28957,111,10767,2737,3368,0
51649,183,30297,9418,7235,0
51393,2,14,1,0,0
7442,12,3501,50,16,0
23770,102,16798,4520,631,0
6745,99,22087,3838,1013,0
50809,71,24527,1990,495,0
6651,78,19913,2315,688,0
137872,24,1159,182,94,0
2776,87,4007,3646,95,0
4288,58,16498,1425,228,0
6280,88,20464,3248,580,0
6279,52,13075,1219,107,0
90060,95,13454,4123,342,0
93436,56,8569,1417,123,0
80831,7,3301,2,19,0
8904,52,7457,1252,74,0
4609,581,70515,162104,6386,0
23085,66,13719,1991,154,0
273,53,8073,1228,150,0
84859,33,6144,439,89,0
6352,45,4946,954,36,0
1230,30,1667,426,9,0
10284,149,24248,9485,1541,0
6428,147,36487,8822,1909,0
25953,95,7513,4404,61,0
54793,89,13892,3586,330,0
51316,26,6070,281,44,0
5356,208,29013,9923,11605,0
55599,33,7532,209,319,0
6635,173,30598,8989,5889,0
6443,24,671,258,18,0
80833,7,559,21,0,0
5609,69,10913,2165,181,0
844,1,68,0,0,0
55093,307,22893,46262,709,0
653188,18,2274,145,8,0
23592,34,6228,540,21,0
3906,10,2185,43,2,0
7266,96,19333,4055,505,0
23230,15,3650,94,11,0
23368,98,12045,4512,241,0
26009,37,5083,612,54,0
10514,253,46728,18247,13631,0
821,208,32490,20203,1325,0
10612,31,4758,432,33,0
65264,51,9810,1216,59,0
4976,37,14119,597,69,0
9585,22,4494,221,10,0
54407,25,6989,263,37,0
64377,32,1406,491,5,0
10082,8,290,28,0,0
72,123,24571,2052,5451,0
1444,3,108,3,0,0
23352,84,19052,3237,249,0
10486,21,4004,188,22,0
5723,21,2473,203,7,0
8233,63,11217,1422,531,0
56905,14,5132,88,3,0
1488,147,18723,10295,436,0
8655,292,26901,41532,954,0
60416,1,291,0,0,0
10938,66,6982,2019,126,0
85359,25,2603,287,13,0
149951,15,1825,51,54,0
54951,22,3293,148,83,0
404281,5,1933,6,4,0
6804,176,9261,14941,459,0
83862,13,1414,73,5,0
8241,191,38539,13283,4862,0
8161,108,18205,5494,284,0
64837,72,12118,2355,201,0
348,68,9653,2126,152,0
56172,2,342,1,0,0
10521,288,56460,28111,13217,0
7857,10,1513,41,4,0
285753,81,13523,2836,404,0
51366,134,23561,8371,540,0
107995,37,3290,526,140,0
2632,30,3219,426,9,0
3741,33,5590,460,68,0
3739,25,3132,247,53,0
51371,36,5513,391,239,0
353131,64,5915,1169,847,0
353141,50,5669,686,539,0
8735,25,2420,295,5,0
8569,68,12026,2196,82,0
7454,100,13649,4510,440,0
8936,54,9551,1239,192,0
8736,14,3139,80,11,0
309,107,24118,3061,2610,0
5727,102,7045,5092,59,0
79770,29,2184,402,4,0
26002,17,1335,131,5,0
51090,21,3790,188,22,0
86,155,28038,10188,1747,0
79718,69,15129,2012,334,0
23515,17,1809,135,1,0
55635,7,2113,19,2,0
10320,124,14544,7261,365,0
221120,48,10304,1016,112,0
255426,4,881,3,3,0
84307,35,1023,486,109,0
55311,30,3006,384,51,0
3216,18,3150,141,12,0
6205,255,47928,19219,13166,0
6165,234,35508,13572,13689,0
433,93,5159,4195,83,0
26984,67,3408,2155,56,0
2256,5,900,10,0,0
79618,99,12974,4644,207,0
2859,5,402,10,0,0
2775,53,5009,1296,82,0
255374,11,1147,53,2,0
17827,19,2224,164,7,0
23640,59,11341,1505,206,0
1998,17,6983,124,12,0
10915,197,29450,9791,9515,0
51428,182,24845,5670,10801,0
10016,119,24284,6476,545,0
356,106,11840,5329,236,0
2962,120,20024,6105,1035,0
5437,96,14339,3513,1047,0
29894,64,17551,1714,302,0
5096,19,4917,155,16,0
14251,62,5045,1643,248,0
55209,14,3677,83,8,0
23641,114,12259,6206,235,0
85285,26,1998,246,79,0
353144,47,6191,641,440,0
7531,424,55997,85104,4572,0
1975,131,26967,7027,1488,0
2688,87,12061,3562,179,0
5709,180,30051,12785,3325,0
401036,23,3284,241,12,0
2915,20,3288,178,12,0
5579,200,24777,18924,976,0
10226,82,9241,3164,157,0
90678,65,7847,1978,102,0
92799,26,8501,288,37,0
10489,27,7841,296,55,0
9362,15,3273,100,5,0
3735,147,31977,7077,3654,0
4145,13,5617,53,25,0
10947,18,2633,47,106,0
282991,33,3571,388,140,0
25809,18,890,123,30,0
54839,24,4873,194,82,0
259173,7,473,17,4,0
498301,2,109,0,1,0
54505,26,6411,297,28,0
57511,73,7158,2528,100,0
57169,29,6392,400,6,0
5717,147,27453,8648,2083,0
55791,159,14991,12229,332,0
6059,241,33731,27695,1225,0
4000,256,45629,30418,2222,0
26,54,2135,1107,324,0
10950,10,1483,40,5,0
1111,92,20734,3683,503,0
11835,8,827,28,0,0
83608,11,3676,53,2,0
409,364,56242,60694,5372,0
9774,99,27872,4175,676,0
11277,20,5558,166,24,0
6748,119,22408,5524,1497,0
1780,55,8397,1379,106,0
54361,27,3739,343,8,0
7024,130,14036,8218,167,0
5245,356,58313,48239,14951,0
6187,422,55188,66627,22204,0
10540,115,20428,5949,606,0
832,128,26384,7245,883,0
7791,97,14456,4369,287,0
10128,201,43857,15793,4307,0
60,464,70236,98208,9208,0
23363,617,76950,175681,14355,0
158078,73,8629,2590,38,0
1896,65,4208,2037,43,0
27125,34,3932,461,100,0
117144,104,10849,4655,701,0
83431,16,765,116,4,0
29015,14,452,91,0,0
9682,50,7750,988,237,0
8350,307,30970,44735,2236,0
2890,43,6110,814,89,0
5580,232,33855,25151,1645,0
51741,325,40278,50370,2280,0
10285,173,21506,5679,9199,0
81850,190,10263,16369,1586,0
83899,138,10218,7572,1881,0
23677,37,6085,625,41,0
117178,246,26757,28243,1892,0
998,303,32409,44529,1224,0
10071,2,628,1,0,0
27185,207,17972,20752,569,0
7204,30,5802,398,37,0
284695,188,36080,8897,8681,0
57606,50,12322,1142,83,0
27230,29,4431,382,24,0
100352737,2,76,1,0,0
9049,46,6639,947,88,0
64581,37,1744,622,44,0
55048,107,14428,5288,383,0
122183,92,7054,3837,349,0
9040,134,31275,5664,3247,0
10286,234,32132,17148,10113,0
3658,28,5980,350,28,0
28988,51,8393,1148,127,0
10785,42,4211,777,84,0
4793,109,24809,4787,1099,0
7311,291,47158,35985,6210,0
10241,200,20904,19366,534,0
55138,134,19945,8432,479,0
4722,106,17493,3824,1741,0
7322,255,25766,31102,1283,0
202559,89,15592,3473,443,0
401431,12,1360,65,1,0
5618,23,4993,225,28,0
3717,134,18560,7941,970,0
682,152,17128,11199,277,0
6936,22,5161,196,35,0
1943,9,390,35,1,0
102,27,3449,339,12,0
26993,97,21345,4329,327,0
448834,117,12667,6123,663,0
4232,21,3807,205,5,0
9638,60,4712,1692,78,0
4599,44,7821,878,68,0
401250,2,230,1,0,0
7337,176,28821,14572,828,0
6427,257,42358,21877,11019,0
6801,74,13680,2202,499,0
10574,189,35781,15943,1823,0
1915,611,77231,160699,25656,0
26608,136,30558,3276,5904,0
51082,58,8483,1222,431,0
64425,60,9033,1377,393,0
127703,65,7768,1975,105,0
27494,7,1000,17,4,0
84451,8,852,28,0,0
373509,25,4925,282,18,0
5825,70,13823,2299,116,0
8266,306,49587,40655,6010,0
8864,26,6206,250,75,0
2886,55,8167,1401,84,0
200845,31,6132,431,34,0
10454,170,31820,12533,1832,0
64101,40,6688,38,742,0
3178,699,83567,215091,28860,0
2969,147,32322,9644,1087,0
6199,207,40242,19098,2223,0
3105,102,17147,4848,303,0
51744,28,1818,369,9,0
6227,143,29752,5035,5118,0
6854,24,4318,218,58,0
8802,35,2343,467,128,0
8801,60,5163,1564,206,0
2275,180,16062,15688,422,0
343263,7,719,21,0,0
14,31,5092,444,21,0
10076,10,1118,39,6,0
7083,180,20454,15704,406,0
4953,22,3038,195,36,0
3020,131,20124,7626,889,0
23523,27,4496,310,41,0
4128,43,1465,594,309,0
6817,55,4514,1290,195,0
55759,61,9377,1630,200,0
17130,3,686,1,2,0
10235,6,2357,14,1,0
79607,35,3512,580,15,0
377630,11,1054,49,6,0
392197,4,20,4,2,0
9529,46,7926,995,40,0
147872,108,4477,5734,44,0
4286,39,9914,665,76,0
22950,26,8120,297,28,0
3611,252,35393,30226,1400,0
84246,84,10766,2521,965,0
5434,124,22462,6361,1265,0
83932,90,15589,3675,330,0
2549,51,9692,990,285,0
11036,25,2026,291,9,0
9349,394,54618,55654,21767,0
338785,37,5990,610,56,0
644186,6,447,13,2,0
10642,256,45879,17536,15104,0
5121,6,1417,11,4,0
163688,2,43,1,0,0
23210,77,10634,2745,181,0
127428,6,3403,14,1,0
203259,29,3109,385,21,0
92935,7,2532,21,0,0
286940,99,9629,4363,488,0
5339,105,24464,4820,640,0
55068,15,2356,99,6,0
960,98,16522,4326,427,0
573,82,13755,3028,293,0
5467,52,9117,1192,134,0
8202,132,25832,7525,1121,0
23394,49,10818,1064,112,0
79885,132,14795,8348,298,0
55216,42,7674,797,64,0
57018,22,5249,199,32,0
6154,306,43874,27704,18961,0
6209,183,31974,8146,8507,0
7020,98,19055,4419,334,0
5563,169,18030,13727,469,0
414236,49,5062,1034,142,0
1869,140,23066,8777,953,0
84456,66,8574,2069,76,0
84790,175,35413,13412,1813,0
6510,55,12060,1438,47,0
648,397,48979,74652,3954,0
11171,101,22615,4554,496,0
5685,117,20333,4923,1863,0
81027,185,33366,9863,7157,0
4728,89,6595,2321,1595,0
7386,132,8420,7139,1507,0
9020,152,33832,8482,2994,0
28952,76,8291,2649,201,0
4212,49,5806,1123,53,0
56917,2,51,0,1,0
6491,79,9016,2895,186,0
5976,238,46253,20244,7959,0
50850,41,2900,750,70,0
1063,42,7834,819,42,0
2208,10,782,39,6,0
3689,86,12826,3412,243,0
3654,153,26638,10650,978,0
3315,433,58117,89828,3700,0
164,60,7910,1582,188,0
9322,65,8772,1987,93,0
51639,265,37487,20486,14494,0
6230,174,40420,8547,6504,0
134266,11,2594,48,7,0
79133,14,659,83,8,0
25870,11,3058,51,4,0
1191,121,21164,6948,312,0
2202,39,8425,697,44,0
284058,46,9201,952,83,0
11244,65,13445,1890,190,0
3710,46,7080,911,124,0
56897,31,8661,410,55,0
5424,91,18796,3547,548,0
3014,305,52568,40149,6211,0
55775,13,3302,55,23,0
3191,220,48746,15362,8728,0
56950,36,8800,572,58,0
10363,85,13023,3282,288,0
5074,50,8018,1130,95,0
6836,53,10260,1248,130,0
5586,76,12407,2707,143,0
11157,31,6161,356,109,0
6626,252,38961,20130,11496,0
84991,182,25169,6937,9534,0
1213,353,56182,57918,4210,0
9181,61,18844,1596,234,0
4998,72,13932,2269,287,0
55178,39,9275,667,74,0
25959,188,24731,16469,1109,0
118490,19,2272,146,25,0
1665,406,56426,61089,21126,0
12412,150,15333,10667,508,0
98488,5,633,2,8,0
2976,51,9929,1113,162,0
1270,18,2690,140,13,0
55871,59,2404,1685,26,0
54778,67,12282,2033,178,0
7508,51,9801,1125,150,0
126119,14,2480,88,3,0
6595,147,21010,9018,1713,0
